University,Province,City,Tri-Council,Example Department,Faculty,Department,Program,Website,Contact Emails,,Emailed to Obtain,Emailed to Confirm,Domestic Tuition,Ancillary Fees,Total Domestic Fees,OOP Tuition,OOP Waiver,International Tuition,Int Ancillary Fees,Total Int Fees,Int Waiver,Guaranteed Funding,Years Guaranteed,Gross Stipend,Net Stipend,Gross Stipend International,Net Stipend Int,Gross Stipend OOP,Net Stipend OOP,Hours TAing,Hours RAing,Date of collection,Academic Year of Stipend,Tuition Get / 2,Tuition Parse / 2,Stipend Get / 3,Stipend Complete / 3,Notes,Tuition Data,Stipend Data,MBM Threshold 2020,MBM Threshold 2024,Rental Costs,Rental costs per year,Notes on Thresholds ,Net domestic - MBM Threshold (2024) ,Net domestic - MBM Threshold - Rent/year,Net domestic - MBM Threshold - Rent/year w/ 3 roommates (split 4 ways),Total Expenses,Operating Grant,Endowment
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,Ottawa,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,,,,FALSE,FALSE,2456.71,2489.62,4946.33,2708.53,2489.62,9720.89,3245.62,12966.51,,Yes,2,19500,14553.67,,6533.49,,16791,65-90.5,,45352,2023-20234,0,0,1,0,"Very complex set of fee and tuition structures, which change depending on how long you've been around. I, for consistency, stuck with what it would be if you were just starting with a full-time program. Even better, you have to add up the ancillary fees yourself. Stipend does require TAing at least 1 per term. Hours depend on if it's demonstration (65) or grading (90.5) or a combination (in between)",https://www.uottawa.ca/study/fees-financial-support/university-fees/tuition-canadians-ontario,https://science.uottawa.ca/biology/sites/science.uottawa.ca.biology/files/biogradguidebook-en.pdf,24408,28886.7,1994,23928,,-14333.03,-38261.03,-20315.03,1379,336,334
,,,,,,,PhD,,,,FALSE,FALSE,2122.2,1934.86,4057.06,2228.31,1934.86,5825.85,2690.86,8516.71,"3,000 / term",Yes,4,20500,16442.94,,16926.23,,18272,65-90.5,,45352,2023-20234,0,0,1,0,There is an international PhD support of $3k/term that just started in 2023. They do describe it as a 'non-guaranteed' funding,,,,,1994,23928,,-12443.76,-36371.76,-18425.76,1379,336,334
,,,NSERC,Physics,Science,Department of Physics,MSc,https://physics.carleton.ca/future-students/graduate,grad-supervisor@physics.carleton.ca,,FALSE,FALSE,2456.71,2489.62,4946.33,2708.53,2489.62,9720.89,3245.62,12966.51,,Yes,2,32000,27054,UNCLEAR IF DIFFERENT,19033,,29291,,,45352,2023-20234,0,0,1,1,"Took a long time to find stipend information, but I think i got caught in a loop on the faculty's page about the department, rather than the department page.",https://www.uottawa.ca/study/fees-financial-support/university-fees/tuition-canadians-ontario,https://physics.carleton.ca/future-students/graduate/funding-and-awards,,,1994,23928,,-1833.03,-25761.03,-7815.03,1379,336,334
,,,,,,,PhD,,,,FALSE,FALSE,2122.2,1934.86,4057.06,2228.31,1934.86,5825.85,2690.86,8516.71,"3,000 / term",Yes,5,36000,31943,UNCLEAR IF DIFFERENT,36483,,33772,,,45352,2023-20234,0,0,1,1,,,,,,1994,23928,,3056.24,-20871.76,-2925.76,1379,336,334
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia,NS,Wolfville,NSERC,Biological Sciences - Ecology,Science,Biology,MSc,https://biology.acadiau.ca/home.html,biology@acadiau.ca,mark.mallory@acadiau.ca,TRUE,FALSE,6363.5,725,7088.5,7005,,14750.52,1279,16029.52,,Yes,2,20000,12911.5,,3970.48,,,,,45355,2024-2024,1,1.5,0,0,Including dental and health in calculations,https://www2.acadiau.ca/student-services/student-accounts/tuition-fees/full-time-student-fees.html,Emailed,21868,25880.62,,,"Wolfville, NS 4195 population (!) Small population Center",-12969.12,-12969.12,-12969.12,114,33,120
,,,,,,,PhD,,,,TRUE,FALSE,10847,1095,11942,12130,,24620,1639,26259,,Yes,2,20000,8058,,-6259,,,,,45355,2024-2024,1,1.5,0,0,,https://www2.acadiau.ca/student-services/student-accounts/tuition-fees/full-time-student-fees.html,Emailed,,,,,,-17822.62,-17822.62,-17822.62,114,33,120
,,,NSERC,Physics,Science,Does not have graduate program,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,https://www2.acadiau.ca/student-services/student-accounts/tuition-fees/full-time-student-fees.html,,,,,,,-25880.62,-25880.62,-25880.62,114,33,120
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,https://www2.acadiau.ca/student-services/student-accounts/tuition-fees/full-time-student-fees.html,,,,,,,-25880.62,-25880.62,-25880.62,114,33,120
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Mary's,NS,Halifax,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,DOES NOT HAVE MSc PROGRAM,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,23264,27532.78,1925,23100,halifax,-27532.78,-50632.78,-33307.78,179,66,54
,,,,,,,PhD,DOES NOT HAVE PhD PROGRAM,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1925,23100,,-27532.78,-50632.78,-33307.78,179,66,54
,,,NSERC,Physics,Science,Astronomy and Physics,MSc,https://www.smu.ca/astronomy-physics/index.html,,,TRUE,FALSE,6591,1713,8304,,,14596,2748,17344,,,,,,,,,,,,,,1,2,,,,https://www.smu.ca/academics/graduate-tuition-fees.html,,,,1925,23100,,-27532.78,-50632.78,-33307.78,179,66,54
,,,,,,,PhD,https://www.smu.ca/astronomy-physics/index.html,,,TRUE,FALSE,5909,1713,7622,,,10955,2748,13703,,,,,,,,,,,,,,1,2,,,,https://www.smu.ca/academics/graduate-tuition-fees.html,,,,1925,23100,,-27532.78,-50632.78,-33307.78,179,66,54
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Tech University,ON,Oshawa,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,22170,26238.04,1884,22608,Oshawa Ont 170071 pop,-26238.04,-48846.04,-31890.04,231,95,26
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1884,22608,,-26238.04,-48846.04,-31890.04,231,95,26
,,,NSERC,Physics,Science,Physics     Material Science is joint with Trent University - See Trent,MSc,https://science.ontariotechu.ca/physics/index.php,,,TRUE,FALSE,7579.3,2223.18,9802.48,,,22313.12,2979.18,25292.3,,,,,,,,,,,,,,,,,,,,,,,1884,22608,,-26238.04,-48846.04,-31890.04,231,95,26
,,,,,,,PhD,https://science.ontariotechu.ca/physics/index.php,,,TRUE,FALSE,7579.3,2223.18,9802.48,,,19166,2979.18,22145.18,,,,,,,,,,,,,,,,,,,,,,,1884,22608,,-26238.04,-48846.04,-31890.04,231,95,26
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carleton,ON,Ottawa,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,https://carleton.ca/biology/guidelines/,JenniferL.Harris@carleton.ca,Graduate Administrator,TRUE,FALSE,,,6719.62,7315.32,,,,19013.62,,,,,,,,,,10 if on a Full Teaching Assistantship,yes,45335,45405,1,1.5,1,0,Posted tuition amounts include ancillary fees. General to graduate admissions,https://carleton.ca/studentaccounts/tuition-fees/,,24408,28886.7,1994,23928,"Ottawa, Ont",-28886.7,-52814.7,-34868.7,740,176,361
,,,,,,,PhD,https://carleton.ca/biology/guidelines/,biology@carleton.ca,Graduate Administrator,TRUE,FALSE,,,6443.62,6443.62,,,,15307.62,,,,,,,,,,10 if on a Full Teaching Assistantship,yes,45335,45405,1,1.5,1,0,Posted tuition amounts include ancillary fees,https://carleton.ca/studentaccounts/tuition-fees/,,,,1994,23928,,-28886.7,-52814.7,-34868.7,740,176,361
,,,NSERC,Physics,Science,Physics,MSc,https://physics.carleton.ca/future-students/graduate/funding-and-awards,,,FALSE,FALSE,,,6719.62,7315.32,,,,19013.62,,Yes,Does not specify,32000,25280,,12986,,24685,,,,,1,1.5,3,0,Posted tuition amounts include ancillary fees,https://carleton.ca/studentaccounts/tuition-fees/,,,,1994,23928,,-3606.32,-27534.32,-9588.32,740,176,361
,,,,,,,PhD,https://physics.carleton.ca/future-students/graduate/funding-and-awards,,,FALSE,FALSE,,,6443.62,6443.62,,,,15307.62,,Yes,Does not specify,36000,29556,,20692,,29556,,,,,1,1.5,3,0,Posted tuition amounts include ancillary fees,https://carleton.ca/studentaccounts/tuition-fees/,,,,1994,23928,,669.68,-23258.32,-5312.32,740,176,361
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent,ON,Peterborough,NSERC,Biological Sciences - Ecology,Science,"Graduate programs are through the interdisciplinary 
Environmental & Life Sciences Graduate Programs",MSc,https://www.trentu.ca/els/environmental-life-sciences,enlsgrad@trentu.ca,,TRUE,FALSE,8090.87,458.67,8549.54,9012.79,,22276.07,458.67,22734.74,,Not clear,,,,,,,,,,45363,,0,1,0,0,,https://www.trentu.ca/graduatestudies/tuition-awards-funding ,https://www.trentu.ca/els/experience,21049,24911.34,,,Peterborough ont 84230 pop Medium population Center,-24911.34,-24911.34,-24911.34,220,70,95
,,,,,,,PhD,https://www.trentu.ca/els/environmental-life-sciences,enlsgrad@trentu.ca,,TRUE,FALSE,8090.87,458.67,8549.54,9012.79,,22276.07,458.67,22734.74,,Not clear,,,,,,,,,,45363,,0,1,0,0,,https://www.trentu.ca/graduatestudies/tuition-awards-fundin ,https://www.trentu.ca/els/experience,,,,,,-24911.34,-24911.34,-24911.34,220,70,95
,,,NSERC,Physics,Science,Physics & Astronomy (Materials Science) - Linked to Ontario Tech. Emailed here.,MSc,https://www.trentu.ca/physics/,materials@trentu.ca,,TRUE,FALSE,8090.87,1069.24,9160.11,9012.79,,22276.07,1825.24,24101.31,,,,,,,,,,,,,,,,,,Included the health and dental fees,,,,,,,,-24911.34,-24911.34,-24911.34,220,70,95
,,,,,,,PhD,,,,TRUE,FALSE,8090.87,1069.24,9160.11,9012.79,,22276.07,1825.24,24101.31,,,,,,,,,,,,,,,,,,,,,,,,,,-24911.34,-24911.34,-24911.34,220,70,95
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock,ON,St. Catharines,NSERC,Biological Sciences - Ecology,Science,Department of Biological Sciences,MSc,https://brocku.ca/programs/graduate/msc-biol/,askandalis@brocku.ca,"Adonis Skandalis, Graduate Program Director",TRUE,TRUE,,,6725.34,,,,,20401.02,None indicated,Yes,2,16591.2,-3810,23591.2,3190.18,,,10,Not provided,45363,45405,0,1,0,2,Ancillary fees included in posted tuition. International students charged an additional $750.00 per term (included in total value). Stipend value from TAship given on an hourly rate; I have added TAship to base stipend based on 10 hours a week assuming 24 teaching weeks per year,https://brocku.ca/safa/2024-graduate-tuition-and-fees/#2023-gr-fees-per-termd620-80b21bef-7b87c659-fdd83416-d107861d-79adfd50-8a0fd1c3-6c58,https://brocku.ca/graduate-studies/scholarships-awards/funding/,22170,26238.04,1680,20160,"St. Catharines, Ont 140370 pop large urban pop",-30047.86,-50207.86,-35087.86,385,98,122
,,,,,,,PhD,https://brocku.ca/programs/graduate/phd-biol/,fmsgradoffice@brocku.ca,General inquiry,TRUE,TRUE,,,6725.34,,,,,20401.02,None indicated,Yes,4,21591.2,1190,31591.2,11190.18,,,10,Not provided,45363,45405,0,1,0,2,Ancillary fees included in posted tuition. International students charged an additional $750.00 per term (included in total value). ,https://brocku.ca/safa/2024-graduate-tuition-and-fees/#2023-gr-fees-per-termd620-80b21bef-7b87c659-fdd83416-d107861d-79adfd50-8a0fd1c3-6c58,https://brocku.ca/graduate-studies/scholarships-awards/funding/,,,1680,20160,,-25047.86,-45207.86,-30087.86,385,98,122
,,,NSERC,Physics,Science,Physics Department,MSc,https://www.physics.brocku.ca/,,,FALSE,FALSE,2725.41,1099.79,3825.2,,,7475.34,1873.59,9348.93,,No,,,,,,,,,,45400,,0,1,1,0,"""The Master of Science in Materials Physics International Student Program is an unfunded program.
Graduate students in the Faculty of Math and Science may be eligible for a variety of scholarships,
fellowships, and awards administered by Brock University and external agencies""",https://brocku.ca/safa/2024-graduate-tuition-and-fees/#2023-gr-fees-per-termd620-80b21bef-7b87c659-fdd83416-d107861d-79adfd50-8a0fd1c3-6c58,https://www.physics.brocku.ca/Programs/MSMP_Handbook.pdf,,,1680,20160,,-26238.04,-46398.04,-31278.04,385,98,122
,,,,,,,PhD,,,,FALSE,FALSE,2725.41,1099.79,3825.2,,,7475.34,1873.59,9348.93,,No,,,,,,,,,,45400,,0,1,1,0,"""Many graduate students require financial assistance to pursue their studies. Graduate students in the
Faculty of Math and Science are eligible for a variety of scholarships, fellowships, and awards
administered by Brock University and the Ontario and Canadian Governments (e.g. NSERC, OGS, etc.) A
listing of these awards can be obtained by consulting the section on Financial Assistance in the Graduate
Studies Calendar""",https://brocku.ca/safa/2024-graduate-tuition-and-fees/#2023-gr-fees-per-termd620-80b21bef-7b87c659-fdd83416-d107861d-79adfd50-8a0fd1c3-6c58,https://www.physics.brocku.ca/Programs/PHD_Handbook.pd,,,1680,20160,,-26238.04,-46398.04,-31278.04,385,98,122
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentian,ON,Sudbury,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,22170,26238.04,,,"sudbury ont 164926 pop, large urban population center",-26238.04,-26238.04,-26238.04,145,92,48
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26238.04,-26238.04,-26238.04,145,92,48
,,,NSERC,Physics,Science,Closed,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26238.04,-26238.04,-26238.04,145,92,48
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-26238.04,-26238.04,-26238.04,145,92,48
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Toronto,ON,Toronto,NSERC,Biological Sciences - Ecology,Science,Department of Ecology & Evolutionary Biology,MSc,https://eeb.utoronto.ca/education/graduate/,gradadmin.eeb@utoronto.ca,,FALSE,FALSE,6210,,6210,,,28900,,28900,Some exemptions available,Yes,16 months,33214,27004,,4314,,,140 hours per year,Not specified,45363,45405,,,3,1,"The best most informative stipend page I've found yet for Ecology programs, which is still not complete. Note: this is the department of SOS Chair of the Board Prof. Marc Johnson. Tuition data on the other hand directed me from program page to Student Accounts page to Planning & Budget page. Some information on international students possibly eligible for an exemption allowing them to pay domestic fees. Actual tuition information buried in an Appendix in a PDF",https://planningandbudget.utoronto.ca/wp-content/uploads/2023/03/2023-24-Tuition-Fee-Report.pdf,https://eeb.utoronto.ca/education/graduate/graduate-finances/graduate-stipends/,24864,29426.37,2479,29748,,-2422.37,-32170.37,-9859.37,3724,719,3267
,,,,,,,PhD,https://eeb.utoronto.ca/education/graduate/,gradadmin.eeb@utoronto.ca,,FALSE,FALSE,6210,,6210,,,6210,,6210,Some exemptions available,Yes,"4-5, depending on admission stream (direct entry into PhD, or roll-up from MSc)",33214,27004,,27004,,,140 hours per year,Not specified,45363,45405,,,3,1,"The best most informative stipend page I've found yet for Ecology programs, which is still not complete. Note: this is the department of SOS Chair of the Board Prof. Marc Johnson. ",https://planningandbudget.utoronto.ca/wp-content/uploads/2023/03/2023-24-Tuition-Fee-Report.pdf,https://eeb.utoronto.ca/education/graduate/graduate-finances/graduate-stipends/,,,2479,29748,,-2422.37,-32170.37,-9859.37,3724,719,3267
,,,NSERC,Physics,Science,Physics,MSc,https://www.physics.utoronto.ca/graduate/,gchair@physics.utoronto.ca,"Joseph Thywissen, Associate Chair of Graduate Studies",TRUE,FALSE,6210,,6210,,,28900,,28900,,,,,,,,,,,,,,0,1,0,0,"The link to the page summarizing ""estimated support levels for physics graduate students in their first five years"" returns a 404 error. Pages also give information on parental leave, childcare, and conference attendance support. ",,,,,2479,29748,,-29426.37,-59174.37,-36863.37,3724,719,3267
,,,,,,,PhD,https://www.physics.utoronto.ca/graduate/,gchair@physics.utoronto.ca,"Joseph Thywissen, Associate Chair of Graduate Studies",TRUE,FALSE,6210,,6210,,,6210,,6210,,,,,,,,,,,,,,0,1,0,0,"The link to the page summarizing ""estimated support levels for physics graduate students in their first five years"" returns a 404 error. The department offers financial support to students near the end of the program, which seems to be a major departure from other graduate programs in the country. ""in their final year in the funded cohort, PhD students will receive a Program Level Fellowship (PLF), whose value is $5,000. This support level allows students to reduce their TA commitment for the year, in order to finish up their thesis research and/or concentrate on the drafting of their final publications and thesis document."" There is also: ""The Doctoral Completion Award (DCA) program is intended to support full-time PhD students who are in the first two years beyond the funded cohort. The full value of the award for 2023/24 is $4,400."" Pages also give information on parental leave, childcare, and conference attendance support. ",,,,,2479,29748,,-29426.37,-59174.37,-36863.37,3724,719,3267
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
